coef;guild;merchantid
0,08;Гильдия Парфюмеров;105825308
0,58;Объединение Рыбаков;106761336
0,9;Гильдия Гончаров;105819654
0,36;Гильдия Гончаров;8930348
0,24;Союз Скотоводов;105810132
0,82;Ассоциация Оливковых Торговцев;105794079
0,76;Гильдия Пекарей;105780379
0,99;Гильдия Августовских Торговцев;105764940
0,66;Ассоциация Оливковых Торговцев;105752475
0,63;Ассоциация Оливковых Торговцев;105747650
0,88;Ассоциация Оливковых Торговцев;105738422
0,13;Братство Кузнецов;45096857
0,35;Ассоциация Оливковых Торговцев;44879179
0,06;Ассоциация Оливковых Торговцев;105679936
0,63;Ассоциация Оливковых Торговцев;105652987
0,58;Гильдия Гончаров;105652904
0,36;Гильдия Пекарей;105651064
0,17;Гильдия Гончаров;8560429
0,17;Гильдия Гончаров;105640047
0,16;Ассоциация Оливковых Торговцев;105630334
0,14;Гильдия Гончаров;105624133
0,73;Ассоциация Оливковых Торговцев;105619145
0,16;Гильдия Гончаров;105618111
0,13;Ассоциация Оливковых Торговцев;105616187
0,12;Гильдия Гончаров;44538518
0,07;Ассоциация Оливковых Торговцев;44443794
0,2;Гильдия Августовских Торговцев;105604506
0,62;Гильдия Мукомолов;105568659
0,88;Гильдия Гончаров;106087430
0,36;Гильдия Пекарей;44240703
0,18;Братство Кузнецов;105542258
0,83;Гильдия Гончаров;105536025
0,68;Братство Кузнецов;105521693
0,49;Гильдия Гончаров;105499796
0,92;Ассоциация Оливковых Торговцев;105491659
0,53;Братство Кузнецов;98709071
0,89;Ассоциация Оливковых Торговцев;106168026
0,45;Братство Кузнецов;43312354
0,12;Гильдия Гончаров;105453822
0,9;Гильдия Гончаров;105415677
0,51;Гильдия Августовских Торговцев;106658470
0,32;Ассоциация Оливковых Торговцев;105819284
0,74;Гильдия Гончаров;42438320
0,97;Гильдия Гончаров;42385101
0,31;Ассоциация Оливковых Торговцев;105385073
0,32;Гильдия Пекарей;105385013
0,75;Гильдия Гончаров;105379897
0,84;Братство Кузнецов;98941530
0,68;Ассоциация Оливковых Торговцев;105363545
0,1;Ассоциация Оливковых Торговцев;105327370
0,94;Гильдия Гончаров;105312120
0,71;Гильдия Августовских Торговцев;105906532
0,41;Гильдия Гончаров;98654940
0,9;Гильдия Гончаров;98652115
0,53;Братство Кузнецов;98641929
0,79;Братство Кузнецов;98641687
0,28;Гильдия Гончаров;105282401
0,85;Гильдия Пекарей;105276774
0,15;Ассоциация Оливковых Торговцев;105271337
0,58;Гильдия Августовских Торговцев;8223411
0,27;Гильдия Пекарей;8215010
0,38;Гильдия Гончаров;41903467
0,97;Ассоциация Оливковых Торговцев;98631526
0,05;Ассоциация Оливковых Торговцев;98610485
0,67;Ассоциация Оливковых Торговцев;98603223
0,22;Гильдия Гончаров;8184543
0,06;Гильдия Августовских Торговцев;105207878
0,16;Объединение Рыбаков;105191814
0,73;Гильдия Гончаров;41442533
0,97;Гильдия Гончаров;41332762
0,12;Ассоциация Оливковых Торговцев;8162848
0,97;Ассоциация Оливковых Торговцев;8160421
0,52;Гильдия Гончаров;41278015
0,99;Гильдия Пекарей;41217784
0,79;Ассоциация Оливковых Торговцев;105129783
0,85;Гильдия Августовских Торговцев;105129291
0,26;Гильдия Пекарей;105116145
0,9;Братство Поставщиков Специй;98156687
0,93;Гильдия Гончаров;41091104
0,06;Гильдия Августовских Торговцев;105067373
0,08;Гильдия Гончаров;105063272
0,69;Гильдия Гончаров;105051968
0,39;Гильдия Гончаров;105038316
0,13;Гильдия Гончаров;105021768
0,24;Объединение Рыбаков;105019380
0,35;Ассоциация Оливковых Торговцев;98140417
0,32;Ассоциация Оливковых Торговцев;9174076
0,85;Гильдия Гончаров;8133101
0,73;Гильдия Гончаров;98107303
0,73;Гильдия Августовских Торговцев;98103386
0,15;Гильдия Гончаров;98087749
0,31;Братство Кузнецов;105009174
0,84;Ассоциация Оливковых Торговцев;104981453
0,86;Братство Кузнецов;98053889
0,11;Объединение Рыбаков;104961560
0,91;Ассоциация Оливковых Торговцев;104952188
0,24;Ассоциация Оливковых Торговцев;98048080
0,97;Гильдия Гончаров;98007039
